omega_max_mhz,edge_ns,total_time_ns,num_tslots,max_iter,fidelity,process_fidelity,active_population,leakage,cz_phase_error_rad,passed,success,num_iter,alpha,beta
10.0,20.0,240.0,100,240,0.9999997952651279,0.9999997536116453,0.9999999618790586,3.812094140354105e-08,0.0017916794897150368,True,False,240,3.182289088856571e-13,1.503330646782331
10.0,20.0,300.0,100,240,0.9999999900912944,0.9999999900206427,0.9999999903739012,9.626098806947425e-09,7.28001812371204e-05,True,False,240,1.9522950789702763e-13,-1.4110035432428347
10.0,20.0,380.0,100,240,0.9999999772104429,0.9999999730760756,0.999999993747912,6.252087958458219e-09,-0.0005749970325794607,True,False,240,-3.192678279192971e-14,0.7103153681483669
10.0,40.0,100.0,100,240,0.6387616745846532,0.5521102306653065,0.9853674502620399,0.014632549737960132,2.8997555515786093,False,True,212,2.4735169268866633e-12,1.9392557780602147
10.0,40.0,120.0,100,240,0.7296858769157956,0.6843996907603012,0.9108306215377729,0.08916937846222706,2.0855837936673716,False,True,122,1.6925887373890954e-12,2.324079087512141
10.0,40.0,150.0,100,240,0.9350593346228188,0.9339612917719775,0.9394515060261832,0.060548493973816786,0.2958830383875437,False,True,108,1.862393895256404e-13,2.415468260424901
10.0,40.0,190.0,100,240,0.9999999906857433,0.9999999903240901,0.9999999921323554,7.867644646886163e-09,0.00017005873399078553,True,True,20,1.9830202445635024e-13,2.9309320421731044
10.0,40.0,240.0,100,240,0.9999999297547447,0.9999999237827443,0.9999999536427467,4.635725325830009e-08,-0.00016361829673705586,True,False,240,-7.964318857332374e-13,3.0427475459761455
10.0,40.0,300.0,100,240,0.9999999769090214,0.9999999735493605,0.9999999903476651,9.652334931331552e-09,0.0005183086356304045,True,True,91,-8.220351942489639e-13,2.4864271884155063
10.0,40.0,380.0,100,240,0.9999999808093328,0.9999999770881861,0.9999999956939194,4.3060806032002574e-09,-0.0005450355457696787,True,True,13,-8.227642687109627e-13,1.6162033590944016
10.0,80.0,190.0,100,240,0.8922210928804704,0.8876331659375066,0.9105728006523256,0.0894271993476744,-0.6272398834744708,False,True,135,-2.3946395616858525e-13,-2.2699180809296053
10.0,80.0,240.0,100,240,0.9999999882621324,0.999999988001411,0.9999999893050178,1.0694982233161454e-08,-0.00014145483501515344,True,True,18,-2.361531377663394e-13,-2.7203934709079944
